No.,Track Name,Artist,Year Released,Album:,Spotify Link:,Youtube Link:
15-04,Brick House,Commodores,1977,Motown 50 – Disc 2,https://open.spotify.com/search/Brick%20House%20Commodores,https://www.youtube.com/results?search_query=Brick%20House%20Commodores%20music%20video
15-05,War,Edwin Starr,1970,Motown 50 – Disc 2,https://open.spotify.com/search/War%20Edwin%20Starr,https://www.youtube.com/results?search_query=War%20Edwin%20Starr%20music%20video
15-06,My Girl,The Temptations,1964,Motown 50 – Disc 2,https://open.spotify.com/search/My%20Girl%20The%20Temptations,https://www.youtube.com/results?search_query=My%20Girl%20The%20Temptations%20music%20video
15-07,Tracks Of My Tears,Smokey Robinson,1965,Motown 50 – Disc 2,https://open.spotify.com/search/Tracks%20Of%20My%20Tears%20Smokey%20Robinson,https://www.youtube.com/results?search_query=Tracks%20Of%20My%20Tears%20Smokey%20Robinson%20music%20video
15-08,Endless Love,Lionel Richie & Diana Ross,1981,Motown 50 – Disc 2,https://open.spotify.com/search/Endless%20Love%20Lionel%20Richie%20&%20Diana%20Ross,https://www.youtube.com/results?search_query=Endless%20Love%20Lionel%20Richie%20&%20Diana%20Ross%20music%20video
15-09,Easy,Commodores,1977,Motown 50 – Disc 2,https://open.spotify.com/search/Easy%20Commodores,https://www.youtube.com/results?search_query=Easy%20Commodores%20music%20video
15-10,Reflections,The Supremes,1967,Motown 50 – Disc 2,https://open.spotify.com/search/Reflections%20The%20Supremes,https://www.youtube.com/results?search_query=Reflections%20The%20Supremes%20music%20video
15-11,Reach Out I'll Be There,Four Tops,1966,Motown 50 – Disc 2,https://open.spotify.com/search/Reach%20Out%20I'll%20Be%20There%20Four%20Tops,https://www.youtube.com/results?search_query=Reach%20Out%20I'll%20Be%20There%20Four%20Tops%20music%20video
15-12,Let's Get It On,Marvin Gaye,1973,Motown 50 – Disc 2,https://open.spotify.com/search/Let's%20Get%20It%20On%20Marvin%20Gaye,https://www.youtube.com/results?search_query=Let's%20Get%20It%20On%20Marvin%20Gaye%20music%20video
15-13,What Becomes Of The Brokenhearted,Jimmy Ruffin,1966,Motown 50 – Disc 2,https://open.spotify.com/search/What%20Becomes%20Of%20The%20Brokenhearted%20Jimmy%20Ruffin,https://www.youtube.com/results?search_query=What%20Becomes%20Of%20The%20Brokenhearted%20Jimmy%20Ruffin%20music%20video
15-14,Got To Be There,Michael Jackson,1971,Motown 50 – Disc 2,https://open.spotify.com/search/Got%20To%20Be%20There%20Michael%20Jackson,https://www.youtube.com/results?search_query=Got%20To%20Be%20There%20Michael%20Jackson%20music%20video
15-15,Being With You,Smokey Robinson,1981,Motown 50 – Disc 2,https://open.spotify.com/search/Being%20With%20You%20Smokey%20Robinson,https://www.youtube.com/results?search_query=Being%20With%20You%20Smokey%20Robinson%20music%20video
15-16,I'm Still Waiting,Diana Ross,1971,Motown 50 – Disc 2,https://open.spotify.com/search/I'm%20Still%20Waiting%20Diana%20Ross,https://www.youtube.com/results?search_query=I'm%20Still%20Waiting%20Diana%20Ross%20music%20video
15-17,Sir Duke,Stevie Wonder,1977,Motown 50 – Disc 2,https://open.spotify.com/search/Sir%20Duke%20Stevie%20Wonder,https://www.youtube.com/results?search_query=Sir%20Duke%20Stevie%20Wonder%20music%20video
15-18,Love Machine,The Miracles,1975,Motown 50 – Disc 2,https://open.spotify.com/search/Love%20Machine%20The%20Miracles,https://www.youtube.com/results?search_query=Love%20Machine%20The%20Miracles%20music%20video
15-19,All Night Long,Lionel Richie,1983,Motown 50 – Disc 2,https://open.spotify.com/search/All%20Night%20Long%20Lionel%20Richie,https://www.youtube.com/results?search_query=All%20Night%20Long%20Lionel%20Richie%20music%20video
15-20,Love Hangover,Diana Ross,1976,Motown 50 – Disc 2,https://open.spotify.com/search/Love%20Hangover%20Diana%20Ross,https://www.youtube.com/results?search_query=Love%20Hangover%20Diana%20Ross%20music%20video
16-01,Master Blaster,Stevie Wonder,1980,Motown 50 – Disc 3,https://open.spotify.com/search/Master%20Blaster%20Stevie%20Wonder,https://www.youtube.com/results?search_query=Master%20Blaster%20Stevie%20Wonder%20music%20video
16-02,Nightshift,Commodores,1985,Motown 50 – Disc 3,https://open.spotify.com/search/Nightshift%20Commodores,https://www.youtube.com/results?search_query=Nightshift%20Commodores%20music%20video
16-03,Upside Down,Diana Ross,1980,Motown 50 – Disc 3,https://open.spotify.com/search/Upside%20Down%20Diana%20Ross,https://www.youtube.com/results?search_query=Upside%20Down%20Diana%20Ross%20music%20video
16-04,Super Freak,Rick James,1981,Motown 50 – Disc 3,https://open.spotify.com/search/Super%20Freak%20Rick%20James,https://www.youtube.com/results?search_query=Super%20Freak%20Rick%20James%20music%20video
16-05,Treat Her Like A Lady,The Temptations,1984,Motown 50 – Disc 3,https://open.spotify.com/search/Treat%20Her%20Like%20A%20Lady%20The%20Temptations,https://www.youtube.com/results?search_query=Treat%20Her%20Like%20A%20Lady%20The%20Temptations%20music%20video
16-06,My Destiny,Lionel Richie,1981,Motown 50 – Disc 3,https://open.spotify.com/search/My%20Destiny%20Lionel%20Richie,https://www.youtube.com/results?search_query=My%20Destiny%20Lionel%20Richie%20music%20video
16-07,Light My Fire,Stevie Wonder,1969,Motown 50 – Disc 3,https://open.spotify.com/search/Light%20My%20Fire%20Stevie%20Wonder,https://www.youtube.com/results?search_query=Light%20My%20Fire%20Stevie%20Wonder%20music%20video
16-08,Everybody's Talking,Four Tops,1970,Motown 50 – Disc 3,https://open.spotify.com/search/Everybody's%20Talking%20Four%20Tops,https://www.youtube.com/results?search_query=Everybody's%20Talking%20Four%20Tops%20music%20video
16-09,Get Ready,Rare Earth,1966,Motown 50 – Disc 3,https://open.spotify.com/search/Get%20Ready%20Rare%20Earth,https://www.youtube.com/results?search_query=Get%20Ready%20Rare%20Earth%20music%20video
16-10,Let's Do It,Kim Weston / Marvin Gaye,1966,Motown 50 – Disc 3,https://open.spotify.com/search/Let's%20Do%20It%20Kim%20Weston%20/%20Marvin%20Gaye,https://www.youtube.com/results?search_query=Let's%20Do%20It%20Kim%20Weston%20/%20Marvin%20Gaye%20music%20video
16-11,I Say A Little Prayer,Martha Reeves,1968,Motown 50 – Disc 3,https://open.spotify.com/search/I%20Say%20A%20Little%20Prayer%20Martha%20Reeves,https://www.youtube.com/results?search_query=I%20Say%20A%20Little%20Prayer%20Martha%20Reeves%20music%20video
16-12,Wichita Lineman,Smokey Robinson,1968,Motown 50 – Disc 3,https://open.spotify.com/search/Wichita%20Lineman%20Smokey%20Robinson,https://www.youtube.com/results?search_query=Wichita%20Lineman%20Smokey%20Robinson%20music%20video
16-13,Jumpin' Jack Flash,Thelma Houston,1979,Motown 50 – Disc 3,https://open.spotify.com/search/Jumpin'%20Jack%20Flash%20Thelma%20Houston,https://www.youtube.com/results?search_query=Jumpin'%20Jack%20Flash%20Thelma%20Houston%20music%20video
16-14,The First Time Ever I Saw Your Face,The Temptations,1972,Motown 50 – Disc 3,https://open.spotify.com/search/The%20First%20Time%20Ever%20I%20Saw%20Your%20Face%20The%20Temptations,https://www.youtube.com/results?search_query=The%20First%20Time%20Ever%20I%20Saw%20Your%20Face%20The%20Temptations%20music%20video
16-15,Come Together,The Supremes,1970,Motown 50 – Disc 3,https://open.spotify.com/search/Come%20Together%20The%20Supremes,https://www.youtube.com/results?search_query=Come%20Together%20The%20Supremes%20music%20video
16-16,Put A Little Love In Your Heart,David Ruffin,1969,Motown 50 – Disc 3,https://open.spotify.com/search/Put%20A%20Little%20Love%20In%20Your%20Heart%20David%20Ruffin,https://www.youtube.com/results?search_query=Put%20A%20Little%20Love%20In%20Your%20Heart%20David%20Ruffin%20music%20video
16-17,You've Got A Friend,Michael Jackson,1972,Motown 50 – Disc 3,https://open.spotify.com/search/You've%20Got%20A%20Friend%20Michael%20Jackson,https://www.youtube.com/results?search_query=You've%20Got%20A%20Friend%20Michael%20Jackson%20music%20video
17-01,Under Pressure,Queen & David Bowie,1981,Ultimate 80s – Disc 1,https://open.spotify.com/search/Under%20Pressure%20Queen%20&%20David%20Bowie,https://www.youtube.com/results?search_query=Under%20Pressure%20Queen%20&%20David%20Bowie%20music%20video
17-02,New Year's Day,U2,1983,Ultimate 80s – Disc 1,https://open.spotify.com/search/New%20Year's%20Day%20U2,https://www.youtube.com/results?search_query=New%20Year's%20Day%20U2%20music%20video
17-03,It's A Sin,Pet Shop Boys,1987,Ultimate 80s – Disc 1,https://open.spotify.com/search/It's%20A%20Sin%20Pet%20Shop%20Boys,https://www.youtube.com/results?search_query=It's%20A%20Sin%20Pet%20Shop%20Boys%20music%20video
17-04,Sexcrime (Nineteen Eighty Four),Eurythmics,1984,Ultimate 80s – Disc 1,https://open.spotify.com/search/Sexcrime%20(Nineteen%20Eighty%20Four)%20Eurythmics,https://www.youtube.com/results?search_query=Sexcrime%20(Nineteen%20Eighty%20Four)%20Eurythmics%20music%20video
17-05,Relax,Frankie Goes To Hollywood,1983,Ultimate 80s – Disc 1,https://open.spotify.com/search/Relax%20Frankie%20Goes%20To%20Hollywood,https://www.youtube.com/results?search_query=Relax%20Frankie%20Goes%20To%20Hollywood%20music%20video
17-06,Is There Something I Should Know,Duran Duran,1983,Ultimate 80s – Disc 1,https://open.spotify.com/search/Is%20There%20Something%20I%20Should%20Know%20Duran%20Duran,https://www.youtube.com/results?search_query=Is%20There%20Something%20I%20Should%20Know%20Duran%20Duran%20music%20video
17-07,Need You Tonight,INXS,1987,Ultimate 80s – Disc 1,https://open.spotify.com/search/Need%20You%20Tonight%20INXS,https://www.youtube.com/results?search_query=Need%20You%20Tonight%20INXS%20music%20video
17-08,I'm Still Standing,Elton John,1983,Ultimate 80s – Disc 1,https://open.spotify.com/search/I'm%20Still%20Standing%20Elton%20John,https://www.youtube.com/results?search_query=I'm%20Still%20Standing%20Elton%20John%20music%20video
17-09,Everywhere,Fleetwood Mac,1987,Ultimate 80s – Disc 1,https://open.spotify.com/search/Everywhere%20Fleetwood%20Mac,https://www.youtube.com/results?search_query=Everywhere%20Fleetwood%20Mac%20music%20video
17-10,Every Breath You Take,The Police,1983,Ultimate 80s – Disc 1,https://open.spotify.com/search/Every%20Breath%20You%20Take%20The%20Police,https://www.youtube.com/results?search_query=Every%20Breath%20You%20Take%20The%20Police%20music%20video
17-11,Road To Hell,Chris Rea,1989,Ultimate 80s – Disc 1,https://open.spotify.com/search/Road%20To%20Hell%20Chris%20Rea,https://www.youtube.com/results?search_query=Road%20To%20Hell%20Chris%20Rea%20music%20video
17-12,I Want To Know What Love Is,Foreigner,1984,Ultimate 80s – Disc 1,https://open.spotify.com/search/I%20Want%20To%20Know%20What%20Love%20Is%20Foreigner,https://www.youtube.com/results?search_query=I%20Want%20To%20Know%20What%20Love%20Is%20Foreigner%20music%20video
17-13,Big Log,Robert Plant,1983,Ultimate 80s – Disc 1,https://open.spotify.com/search/Big%20Log%20Robert%20Plant,https://www.youtube.com/results?search_query=Big%20Log%20Robert%20Plant%20music%20video
17-14,Wonderful Life,Black,1987,Ultimate 80s – Disc 1,https://open.spotify.com/search/Wonderful%20Life%20Black,https://www.youtube.com/results?search_query=Wonderful%20Life%20Black%20music%20video
17-15,Love Of The Common People,Paul Young,1982,Ultimate 80s – Disc 1,https://open.spotify.com/search/Love%20Of%20The%20Common%20People%20Paul%20Young,https://www.youtube.com/results?search_query=Love%20Of%20The%20Common%20People%20Paul%20Young%20music%20video
17-16,Road To Nowhere,Talking Heads,1985,Ultimate 80s – Disc 1,https://open.spotify.com/search/Road%20To%20Nowhere%20Talking%20Heads,https://www.youtube.com/results?search_query=Road%20To%20Nowhere%20Talking%20Heads%20music%20video
17-17,Reward,The Teardrop Explodes,1981,Ultimate 80s – Disc 1,https://open.spotify.com/search/Reward%20The%20Teardrop%20Explodes,https://www.youtube.com/results?search_query=Reward%20The%20Teardrop%20Explodes%20music%20video
17-18,Something About You,Level 42,1985,Ultimate 80s – Disc 1,https://open.spotify.com/search/Something%20About%20You%20Level%2042,https://www.youtube.com/results?search_query=Something%20About%20You%20Level%2042%20music%20video
17-19,Do You Really Want To Hurt Me,Culture Club,1982,Ultimate 80s – Disc 1,https://open.spotify.com/search/Do%20You%20Really%20Want%20To%20Hurt%20Me%20Culture%20Club,https://www.youtube.com/results?search_query=Do%20You%20Really%20Want%20To%20Hurt%20Me%20Culture%20Club%20music%20video
17-20,She Drives Me Crazy,Fine Young Cannibals,1989,Ultimate 80s – Disc 1,https://open.spotify.com/search/She%20Drives%20Me%20Crazy%20Fine%20Young%20Cannibals,https://www.youtube.com/results?search_query=She%20Drives%20Me%20Crazy%20Fine%20Young%20Cannibals%20music%20video
18-01,Money For Nothing,Dire Straits,1985,Ultimate 80s – Disc 2,https://open.spotify.com/search/Money%20For%20Nothing%20Dire%20Straits,https://www.youtube.com/results?search_query=Money%20For%20Nothing%20Dire%20Straits%20music%20video
18-02,Wonderland,Big Country,1984,Ultimate 80s – Disc 2,https://open.spotify.com/search/Wonderland%20Big%20Country,https://www.youtube.com/results?search_query=Wonderland%20Big%20Country%20music%20video
18-03,White Wedding,Billy Idol,1982,Ultimate 80s – Disc 2,https://open.spotify.com/search/White%20Wedding%20Billy%20Idol,https://www.youtube.com/results?search_query=White%20Wedding%20Billy%20Idol%20music%20video
18-04,Start,The Jam,1980,Ultimate 80s – Disc 2,https://open.spotify.com/search/Start%20The%20Jam,https://www.youtube.com/results?search_query=Start%20The%20Jam%20music%20video
18-05,Big Area,Then Jerico,1989,Ultimate 80s – Disc 2,https://open.spotify.com/search/Big%20Area%20Then%20Jerico,https://www.youtube.com/results?search_query=Big%20Area%20Then%20Jerico%20music%20video
18-06,Dead Ringer For Love,Meat Loaf,1981,Ultimate 80s – Disc 2,https://open.spotify.com/search/Dead%20Ringer%20For%20Love%20Meat%20Loaf,https://www.youtube.com/results?search_query=Dead%20Ringer%20For%20Love%20Meat%20Loaf%20music%20video
18-07,Atomic,Blondie,1980,Ultimate 80s – Disc 2,https://open.spotify.com/search/Atomic%20Blondie,https://www.youtube.com/results?search_query=Atomic%20Blondie%20music%20video
18-08,I'm Your Man,Wham!,1985,Ultimate 80s – Disc 2,https://open.spotify.com/search/I'm%20Your%20Man%20Wham!,https://www.youtube.com/results?search_query=I'm%20Your%20Man%20Wham!%20music%20video
18-09,The Look Of Love,ABC,1982,Ultimate 80s – Disc 2,https://open.spotify.com/search/The%20Look%20Of%20Love%20ABC,https://www.youtube.com/results?search_query=The%20Look%20Of%20Love%20ABC%20music%20video
18-10,Young At Heart,The Bluebells,1984,Ultimate 80s – Disc 2,https://open.spotify.com/search/Young%20At%20Heart%20The%20Bluebells,https://www.youtube.com/results?search_query=Young%20At%20Heart%20The%20Bluebells%20music%20video
18-11,Come On Eileen,Dexys Midnight Runners,1982,Ultimate 80s – Disc 2,https://open.spotify.com/search/Come%20On%20Eileen%20Dexys%20Midnight%20Runners,https://www.youtube.com/results?search_query=Come%20On%20Eileen%20Dexys%20Midnight%20Runners%20music%20video
18-12,Blue Monday (Original 12-inch),New Order,1983,Ultimate 80s – Disc 2,https://open.spotify.com/search/Blue%20Monday%20(Original%2012-inch)%20New%20Order,https://www.youtube.com/results?search_query=Blue%20Monday%20(Original%2012-inch)%20New%20Order%20music%20video
18-13,Only You,Yazoo,1982,Ultimate 80s – Disc 2,https://open.spotify.com/search/Only%20You%20Yazoo,https://www.youtube.com/results?search_query=Only%20You%20Yazoo%20music%20video
18-14,(Keep Feeling) Fascination,The Human League,1983,Ultimate 80s – Disc 2,https://open.spotify.com/search/(Keep%20Feeling)%20Fascination%20The%20Human%20League,https://www.youtube.com/results?search_query=(Keep%20Feeling)%20Fascination%20The%20Human%20League%20music%20video
18-15,Enola Gay,Orchestral Manoeuvres In The Dark,1980,Ultimate 80s – Disc 2,https://open.spotify.com/search/Enola%20Gay%20Orchestral%20Manoeuvres%20In%20The%20Dark,https://www.youtube.com/results?search_query=Enola%20Gay%20Orchestral%20Manoeuvres%20In%20The%20Dark%20music%20video
18-16,Shout,Tears For Fears,1985,Ultimate 80s – Disc 2,https://open.spotify.com/search/Shout%20Tears%20For%20Fears,https://www.youtube.com/results?search_query=Shout%20Tears%20For%20Fears%20music%20video
18-17,To Cut A Long Story Short,Spandau Ballet,1980,Ultimate 80s – Disc 2,https://open.spotify.com/search/To%20Cut%20A%20Long%20Story%20Short%20Spandau%20Ballet,https://www.youtube.com/results?search_query=To%20Cut%20A%20Long%20Story%20Short%20Spandau%20Ballet%20music%20video
18-18,Tainted Love,Soft Cell,1981,Ultimate 80s – Disc 2,https://open.spotify.com/search/Tainted%20Love%20Soft%20Cell,https://www.youtube.com/results?search_query=Tainted%20Love%20Soft%20Cell%20music%20video
18-19,We Close Our Eyes,Go West,1985,Ultimate 80s – Disc 2,https://open.spotify.com/search/We%20Close%20Our%20Eyes%20Go%20West,https://www.youtube.com/results?search_query=We%20Close%20Our%20Eyes%20Go%20West%20music%20video
18-20,Vienna,Ultravox,1981,Ultimate 80s – Disc 2,https://open.spotify.com/search/Vienna%20Ultravox,https://www.youtube.com/results?search_query=Vienna%20Ultravox%20music%20video
19-01,Wake Me Up Before You Go Go,Wham!,1984,Fantastic 80s – Disc 1,https://open.spotify.com/search/Wake%20Me%20Up%20Before%20You%20Go%20Go%20Wham!,https://www.youtube.com/results?search_query=Wake%20Me%20Up%20Before%20You%20Go%20Go%20Wham!%20music%20video
19-02,The Reflex,Duran Duran,1984,Fantastic 80s – Disc 1,https://open.spotify.com/search/The%20Reflex%20Duran%20Duran,https://www.youtube.com/results?search_query=The%20Reflex%20Duran%20Duran%20music%20video
